1398898800000.0,25.43
1398985200000.0,25.4
1399244400000.0,26.07
1399330800000.0,25.88
1399417200000.0,25.87
1399503600000.0,25.9
1399590000000.0,25.81
1399935600000.0,25.95
1400022000000.0,26.0
1400108400000.0,25.71
1400194800000.0,25.59
1400454000000.0,24.3
1400540400000.0,23.41
1400626800000.0,24.12
1400713200000.0,24.31
1400799600000.0,24.33
1401145200000.0,25.31
1401231600000.0,24.61
1401318000000.0,25.56
1401404400000.0,25.79
1401663600000.0,26.25
1401750000000.0,26.04
1401836400000.0,25.62
1401922800000.0,25.95
1402009200000.0,26.34
1402268400000.0,24.9
1402354800000.0,24.32
1402441200000.0,24.1
1402527600000.0,24.46
1402614000000.0,24.87
1402873200000.0,23.06
1402959600000.0,22.74
1403046000000.0,23.18
1403132400000.0,23.21
1403218800000.0,23.13
1403478000000.0,22.2
1403564400000.0,21.23
1403650800000.0,21.87
1403737200000.0,21.88
1403823600000.0,21.89
1404082800000.0,20.85
1404169200000.0,21.0
1404255600000.0,22.43
1404342000000.0,22.43
1404687600000.0,22.84
1404774000000.0,22.56
1404860400000.0,22.89
1404946800000.0,22.88
1405033200000.0,23.14
1405292400000.0,23.21
1405378800000.0,23.62
1405465200000.0,23.95
1405551600000.0,23.92
1405638000000.0,24.17
1405897200000.0,23.49
1405983600000.0,23.26
1406070000000.0,23.11
1406156400000.0,23.08
1406242800000.0,23.0
1406502000000.0,23.44
1406588400000.0,23.88
1406674800000.0,23.52
1406761200000.0,24.18
1406847600000.0,24.12
1407106800000.0,23.98
1407193200000.0,23.76
1407279600000.0,23.4
1407366000000.0,23.24
1407452400000.0,23.73
1407711600000.0,23.96
1407798000000.0,24.05
1407884400000.0,23.8
1407970800000.0,23.96
1408057200000.0,23.97
1408316400000.0,24.0
1408402800000.0,24.07
1408489200000.0,24.07
