2013-12-30,0.0
2014-01-13,1.81
2014-02-03,0.0
2014-04-08,2.11
2014-04-30,1.57
2014-05-01,2.89
2014-05-02,2.89
2014-05-07,0.0
2014-05-11,0.14
2014-05-14,2.58
2014-06-04,1.0
2014-06-05,1.39
2014-06-06,2.11
2014-06-09,0.0
2014-06-18,2.01
2014-07-22,0.0
