1387756800000.0,809.51
1387843200000.0,814.84
1387929600000.0,814.84
1388016000000.0,815.34
1388102400000.0,818.05
1388361600000.0,820.48
1388448000000.0,820.88
1388534400000.0,820.88
1388620800000.0,796.91
1388707200000.0,799.24
1388966400000.0,799.26
1389052800000.0,796.14
1389139200000.0,792.42
1389225600000.0,766.77
1389312000000.0,782.03
1389571200000.0,785.71
1389657600000.0,787.22
1389744000000.0,791.04
1389830400000.0,778.48
1389916800000.0,774.2
1390176000000.0,775.05
1390262400000.0,765.48
1390348800000.0,776.08
1390435200000.0,752.73
1390521600000.0,737.22
1390780800000.0,733.15
1390867200000.0,734.57
1390953600000.0,725.11
1391040000000.0,726.31
1391126400000.0,731.68
1391385600000.0,708.59
1391472000000.0,720.79
1391558400000.0,719.1
1391644800000.0,744.18
1391731200000.0,746.48
1391990400000.0,737.97
1392076800000.0,745.54
1392163200000.0,742.48
1392249600000.0,737.31
1392336000000.0,749.57
1392595200000.0,741.94
1392681600000.0,724.21
1392768000000.0,734.82
1392854400000.0,741.58
1392940800000.0,747.71
1393200000000.0,756.45
1393286400000.0,745.06
1393372800000.0,741.13
1393459200000.0,757.36
1393545600000.0,752.25
1393804800000.0,749.44
1393891200000.0,749.44
1393977600000.0,743.14
1394064000000.0,762.53
1394150400000.0,739.49
1394406000000.0,727.71
1394492400000.0,728.48
1394578800000.0,725.68
1394665200000.0,721.32
1394751600000.0,712.46
1395010800000.0,718.1
1395097200000.0,736.63
1395183600000.0,745.2
1395270000000.0,755.38
1395356400000.0,761.0
1395615600000.0,769.33
1395702000000.0,777.5
1395788400000.0,775.85
1395874800000.0,815.2
1395961200000.0,817.74
1396220400000.0,829.36
1396306800000.0,826.74
1396393200000.0,845.83
1396479600000.0,832.89
1396566000000.0,840.47
1396825200000.0,861.24
1396911600000.0,863.68
1396998000000.0,853.57
1397084400000.0,858.97
1397170800000.0,868.98
1397430000000.0,863.25
1397516400000.0,834.98
1397602800000.0,844.25
1397689200000.0,854.63
1397775600000.0,859.99
1398034800000.0,858.83
1398121200000.0,853.74
1398207600000.0,847.73
1398294000000.0,858.04
1398380400000.0,848.15
1398639600000.0,845.69
1398726000000.0,858.01
1398812400000.0,849.72
1398898800000.0,850.94
1398985200000.0,871.12
1399244400000.0,874.83
1399330800000.0,877.82
1399417200000.0,885.9
1399503600000.0,880.71
1399590000000.0,873.09
1399849200000.0,889.04
1399935600000.0,889.86
1400022000000.0,895.95
1400108400000.0,885.14
1400194800000.0,889.94
1400454000000.0,880.9
1400540400000.0,863.39
1400626800000.0,862.67
1400713200000.0,871.45
1400799600000.0,866.15
1401058800000.0,870.18
1401145200000.0,851.67
1401231600000.0,856.57
1401318000000.0,859.53
1401404400000.0,835.28
1401663600000.0,831.18
1401750000000.0,839.5
1401836400000.0,830.1
1401922800000.0,829.53
1402009200000.0,865.98
1402268400000.0,887.86
1402354800000.0,893.86
1402441200000.0,898.71
1402527600000.0,900.22
1402614000000.0,893.93
1402873200000.0,891.5
1402959600000.0,877.69
1403046000000.0,891.85
1403132400000.0,902.24
1403218800000.0,890.77
1403478000000.0,887.51
1403564400000.0,890.07
1403650800000.0,880.83
1403737200000.0,881.99
1403823600000.0,881.33
1404082800000.0,877.83
1404169200000.0,877.46
1404255600000.0,872.63
1404342000000.0,878.11
1404428400000.0,885.17
1404687600000.0,877.7
1404774000000.0,877.79
1404860400000.0,877.51
1404946800000.0,888.36
1405033200000.0,892.02
1405292400000.0,909.45
1405378800000.0,908.08
1405465200000.0,907.21
1405551600000.0,898.85
1405638000000.0,920.13
1405897200000.0,935.59
1405983600000.0,945.14
1406070000000.0,933.63
1406156400000.0,941.65
1406242800000.0,936.54
1406502000000.0,932.0
1406588400000.0,924.39
1406674800000.0,912.19
1406761200000.0,887.73
1406847600000.0,893.24
1407106800000.0,901.23
1407193200000.0,890.47
1407279600000.0,893.06
1407366000000.0,888.45
1407452400000.0,871.22
1407711600000.0,895.21
1407798000000.0,893.29
1407884400000.0,882.77
1407970800000.0,884.47
1408057200000.0,901.15
1408316400000.0,914.45
1408402800000.0,928.11
1408489200000.0,935.34
1408575600000.0,938.1
