date,close
27 Aug 14,15534.82
26 Aug 14,15521.22
25 Aug 14,15613.25
22 Aug 14,15539.19
21 Aug 14,15586.20
20 Aug 14,15454.45
19 Aug 14,15449.79
18 Aug 14,15322.60
15 Aug 14,15318.34
14 Aug 14,15314.57
13 Aug 14,15213.63
12 Aug 14,15161.31
11 Aug 14,15130.52
08 Aug 14,14778.37
07 Aug 14,15232.37
06 Aug 14,15159.79
05 Aug 14,15320.31
04 Aug 14,15474.50
01 Aug 14,15523.11
31 Jul 14,15620.77
30 Jul 14,15646.23
29 Jul 14,15618.07
28 Jul 14,15529.40
25 Jul 14,15457.87
24 Jul 14,15284.42
23 Jul 14,15328.56
22 Jul 14,15343.28
21 Jul 14,15215.71
18 Jul 14,15215.71
17 Jul 14,15370.26
16 Jul 14,15379.30
15 Jul 14,15395.16
14 Jul 14,15296.82
11 Jul 14,15164.04
10 Jul 14,15216.47
09 Jul 14,15302.65
08 Jul 14,15314.41
07 Jul 14,15379.44
04 Jul 14,15437.13
03 Jul 14,15348.29
02 Jul 14,15369.97
01 Jul 14,15326.20
30 Jun 14,15162.10
27 Jun 14,15095.00
26 Jun 14,15308.49
25 Jun 14,15266.61
24 Jun 14,15376.24
23 Jun 14,15369.28
20 Jun 14,15349.42
19 Jun 14,15361.16
18 Jun 14,15115.80
17 Jun 14,14975.97
16 Jun 14,14933.29
13 Jun 14,15097.84
12 Jun 14,14973.53
11 Jun 14,15069.48
10 Jun 14,14994.80
09 Jun 14,15124.00
06 Jun 14,15077.24
05 Jun 14,15079.37
04 Jun 14,15067.96
03 Jun 14,15034.25
02 Jun 14,14935.92
30 May 14,14632.38
29 May 14,14681.72
28 May 14,14670.95
27 May 14,14636.52
26 May 14,14602.52
23 May 14,14462.17
22 May 14,14337.79
21 May 14,14042.17
20 May 14,14075.25
19 May 14,14006.44
16 May 14,14096.59
15 May 14,14298.21
14 May 14,14405.76
13 May 14,14425.44
12 May 14,14149.52
09 May 14,14199.59
08 May 14,14163.78
07 May 14,14033.45
06 May 14,14457.51
02 May 14,14457.51
01 May 14,14485.13
30 Apr 14,14304.11
29 Apr 14,14288.23
28 Apr 14,14288.23
25 Apr 14,14429.26
24 Apr 14,14404.99
23 Apr 14,14546.27
22 Apr 14,14388.77
21 Apr 14,14512.38
18 Apr 14,14516.27
17 Apr 14,14417.53
16 Apr 14,14417.68
15 Apr 14,13996.81
14 Apr 14,13910.16
11 Apr 14,13960.05
10 Apr 14,14300.12
09 Apr 14,14299.69
08 Apr 14,14606.88
07 Apr 14,14808.85
04 Apr 14,15063.77
03 Apr 14,15071.88
02 Apr 14,14946.32
01 Apr 14,14791.99
31 Mar 14,14827.83
28 Mar 14,14696.03
27 Mar 14,14622.89
26 Mar 14,14477.16
25 Mar 14,14423.19
24 Mar 14,14475.30
20 Mar 14,14224.23
19 Mar 14,14463.00
18 Mar 14,14411.27
17 Mar 14,14277.67
14 Mar 14,14327.66
13 Mar 14,14815.98
12 Mar 14,14830.39
11 Mar 14,15224.11
10 Mar 14,15120.14
07 Mar 14,15274.07
06 Mar 14,15134.75
05 Mar 14,14897.63
04 Mar 14,14721.48
03 Mar 14,14652.23
28 Feb 14,14841.07
27 Feb 14,14923.11
26 Feb 14,14970.97
25 Feb 14,15051.60
24 Feb 14,14837.68
21 Feb 14,14865.67
20 Feb 14,14449.18
19 Feb 14,14766.53
18 Feb 14,14843.24
17 Feb 14,14393.11
14 Feb 14,14313.03
13 Feb 14,14534.74
12 Feb 14,14800.06
10 Feb 14,14718.34
07 Feb 14,14462.41
06 Feb 14,14155.12
05 Feb 14,14180.38
04 Feb 14,14008.47
03 Feb 14,14619.13
31 Jan 14,14914.53
30 Jan 14,15007.06
29 Jan 14,15383.91
28 Jan 14,14980.16
27 Jan 14,15005.73
24 Jan 14,15391.56
23 Jan 14,15695.89
22 Jan 14,15820.96
21 Jan 14,15795.96
20 Jan 14,15641.68
17 Jan 14,15734.46
16 Jan 14,15747.20
15 Jan 14,15808.73
14 Jan 14,15422.40
13 Jan 14,15912.06
10 Jan 14,15912.06
09 Jan 14,15880.33
08 Jan 14,16121.45
07 Jan 14,15814.37
06 Jan 14,15908.88
30 Dec 13,16291.31
27 Dec 13,16178.94
26 Dec 13,16174.44
25 Dec 13,16009.99
24 Dec 13,15889.33
23 Dec 13,15870.42
20 Dec 13,15870.42
19 Dec 13,15859.22
18 Dec 13,15587.80
17 Dec 13,15278.63
16 Dec 13,15152.91
13 Dec 13,15403.11
12 Dec 13,15341.82
11 Dec 13,15515.06
10 Dec 13,15611.31
09 Dec 13,15650.21
06 Dec 13,15299.86
05 Dec 13,15177.49
04 Dec 13,15407.94
03 Dec 13,15749.66
02 Dec 13,15655.07
29 Nov 13,15661.87
28 Nov 13,15727.12
27 Nov 13,15449.63
