date,close
27 Aug 14,8669.80
26 Aug 14,8673.30
25 Aug 14,8611.60
22 Aug 14,8554.20
21 Aug 14,8570.00
20 Aug 14,8527.90
19 Aug 14,8525.40
18 Aug 14,8453.60
15 Aug 14,8366.70
14 Aug 14,8430.10
13 Aug 14,8388.70
12 Aug 14,8329.80
11 Aug 14,8329.90
08 Aug 14,8274.70
07 Aug 14,8306.80
06 Aug 14,8290.20
05 Aug 14,8342.00
04 Aug 14,8304.00
31 Jul 14,8410.30
30 Jul 14,8497.40
29 Jul 14,8532.10
28 Jul 14,8530.10
25 Jul 14,8571.50
24 Jul 14,8637.00
23 Jul 14,8605.10
22 Jul 14,8594.20
21 Jul 14,8514.00
18 Jul 14,8511.40
17 Jul 14,8548.10
16 Jul 14,8617.10
15 Jul 14,8574.30
14 Jul 14,8565.70
11 Jul 14,8468.50
10 Jul 14,8474.20
09 Jul 14,8539.70
08 Jul 14,8554.50
07 Jul 14,8612.80
04 Jul 14,8678.20
03 Jul 14,8694.30
02 Jul 14,8607.20
01 Jul 14,8608.00
30 Jun 14,8554.50
27 Jun 14,8562.10
26 Jun 14,8541.30
25 Jun 14,8582.00
24 Jun 14,8673.30
23 Jun 14,8644.60
20 Jun 14,8701.60
19 Jun 14,8674.40
18 Jun 14,8657.30
17 Jun 14,8667.80
16 Jun 14,8663.60
13 Jun 14,8653.80
12 Jun 14,8671.00
11 Jun 14,8712.10
10 Jun 14,8752.90
06 Jun 14,8659.70
05 Jun 14,8643.30
04 Jun 14,8661.10
03 Jun 14,8661.20
02 Jun 14,8689.00
30 May 14,8674.50
28 May 14,8706.50
27 May 14,8710.40
26 May 14,8712.40
23 May 14,8703.80
22 May 14,8694.00
21 May 14,8655.90
20 May 14,8635.60
19 May 14,8646.00
16 May 14,8683.60
15 May 14,8644.70
14 May 14,8611.70
13 May 14,8543.60
12 May 14,8545.10
09 May 14,8510.40
08 May 14,8465.70
07 May 14,8421.70
06 May 14,8395.80
05 May 14,8409.10
02 May 14,8442.70
30 Apr 14,8476.70
29 Apr 14,8434.70
28 Apr 14,8384.90
25 Apr 14,8374.50
24 Apr 14,8409.10
23 Apr 14,8443.30
22 Apr 14,8461.30
17 Apr 14,8375.10
16 Apr 14,8322.70
15 Apr 14,8280.50
14 Apr 14,8312.90
11 Apr 14,8298.80
10 Apr 14,8420.60
09 Apr 14,8411.40
08 Apr 14,8423.40
07 Apr 14,8405.10
04 Apr 14,8503.00
03 Apr 14,8521.60
02 Apr 14,8508.30
01 Apr 14,8457.30
31 Mar 14,8453.80
28 Mar 14,8373.20
27 Mar 14,8327.90
26 Mar 14,8334.30
25 Mar 14,8299.20
24 Mar 14,8198.00
21 Mar 14,8289.80
20 Mar 14,8261.70
19 Mar 14,8226.60
18 Mar 14,8240.10
17 Mar 14,8161.80
14 Mar 14,8114.00
13 Mar 14,8205.90
12 Mar 14,8310.40
11 Mar 14,8359.50
10 Mar 14,8367.60
07 Mar 14,8378.60
06 Mar 14,8484.20
05 Mar 14,8459.60
04 Mar 14,8445.20
03 Mar 14,8281.00
28 Feb 14,8475.30
27 Feb 14,8470.90
26 Feb 14,8533.00
25 Feb 14,8506.30
24 Feb 14,8485.50
21 Feb 14,8431.80
20 Feb 14,8383.30
19 Feb 14,8410.60
18 Feb 14,8419.90
17 Feb 14,8415.70
14 Feb 14,8417.60
13 Feb 14,8383.90
12 Feb 14,8402.40
11 Feb 14,8361.50
10 Feb 14,8324.90
07 Feb 14,8318.60
06 Feb 14,8218.40
05 Feb 14,8113.00
04 Feb 14,8092.50
03 Feb 14,8107.00
31 Jan 14,8191.30
30 Jan 14,8205.00
29 Jan 14,8135.80
28 Jan 14,8186.60
27 Jan 14,8132.20
24 Jan 14,8201.50
23 Jan 14,8405.00
22 Jan 14,8466.70
21 Jan 14,8486.40
20 Jan 14,8481.00
17 Jan 14,8478.90
16 Jan 14,8450.70
15 Jan 14,8423.40
14 Jan 14,8384.70
13 Jan 14,8412.90
10 Jan 14,8365.10
09 Jan 14,8295.90
08 Jan 14,8352.80
07 Jan 14,8319.40
06 Jan 14,8272.20
03 Jan 14,8270.50
02 Jan 14,8229.00
30 Dec 13,8203.00
27 Dec 13,8221.90
23 Dec 13,8107.10
20 Dec 13,8081.40
19 Dec 13,8001.20
18 Dec 13,7881.30
17 Dec 13,7831.00
16 Dec 13,7856.30
13 Dec 13,7828.90
12 Dec 13,7849.60
11 Dec 13,7956.30
10 Dec 13,7971.80
09 Dec 13,8056.30
06 Dec 13,8066.10
05 Dec 13,8025.60
04 Dec 13,8045.50
03 Dec 13,8109.90
02 Dec 13,8257.30
29 Nov 13,8264.20
28 Nov 13,8257.60
27 Nov 13,8245.70
