date,close
27 Aug 14,26560.15
26 Aug 14,26442.81
25 Aug 14,26437.02
22 Aug 14,26419.55
21 Aug 14,26360.11
20 Aug 14,26314.29
19 Aug 14,26420.67
18 Aug 14,26390.96
14 Aug 14,26103.23
13 Aug 14,25918.95
12 Aug 14,25880.77
11 Aug 14,25519.24
08 Aug 14,25329.14
07 Aug 14,25589.01
06 Aug 14,25665.27
05 Aug 14,25908.01
04 Aug 14,25723.16
01 Aug 14,25480.84
31 Jul 14,25894.97
30 Jul 14,26087.42
28 Jul 14,25991.23
25 Jul 14,26126.75
24 Jul 14,26271.85
23 Jul 14,26147.33
22 Jul 14,26025.80
21 Jul 14,25715.17
18 Jul 14,25641.56
17 Jul 14,25561.16
16 Jul 14,25549.72
15 Jul 14,25228.65
14 Jul 14,25006.98
11 Jul 14,25024.35
10 Jul 14,25372.75
09 Jul 14,25444.81
08 Jul 14,25582.11
07 Jul 14,26100.08
04 Jul 14,25962.06
03 Jul 14,25823.75
02 Jul 14,25841.21
01 Jul 14,25516.35
30 Jun 14,25413.78
27 Jun 14,25099.92
26 Jun 14,25062.67
25 Jun 14,25313.74
24 Jun 14,25368.90
23 Jun 14,25031.32
20 Jun 14,25105.51
19 Jun 14,25201.80
18 Jun 14,25246.25
17 Jun 14,25521.19
16 Jun 14,25190.48
13 Jun 14,25228.17
12 Jun 14,25576.21
11 Jun 14,25473.89
10 Jun 14,25583.69
09 Jun 14,25580.21
06 Jun 14,25396.46
05 Jun 14,25019.51
04 Jun 14,24805.83
03 Jun 14,24858.59
02 Jun 14,24684.85
30 May 14,24217.34
29 May 14,24234.15
28 May 14,24556.09
27 May 14,24549.51
26 May 14,24716.88
23 May 14,24693.35
22 May 14,24374.40
21 May 14,24298.02
20 May 14,24376.88
19 May 14,24363.05
16 May 14,24121.74
15 May 14,23905.60
14 May 14,23815.12
13 May 14,23871.23
12 May 14,23551.00
09 May 14,22994.23
08 May 14,22344.04
07 May 14,22323.90
06 May 14,22508.42
05 May 14,22445.12
02 May 14,22403.89
30 Apr 14,22417.80
29 Apr 14,22466.19
28 Apr 14,22631.61
25 Apr 14,22688.07
23 Apr 14,22876.54
22 Apr 14,22758.37
21 Apr 14,22764.83
17 Apr 14,22628.84
16 Apr 14,22277.23
15 Apr 14,22484.93
11 Apr 14,22628.96
10 Apr 14,22715.33
09 Apr 14,22702.34
07 Apr 14,22343.45
04 Apr 14,22359.50
03 Apr 14,22509.07
02 Apr 14,22551.49
01 Apr 14,22446.44
31 Mar 14,22386.27
28 Mar 14,22339.97
27 Mar 14,22214.37
26 Mar 14,22095.30
25 Mar 14,22055.21
24 Mar 14,22055.48
21 Mar 14,21753.75
20 Mar 14,21740.09
19 Mar 14,21832.86
18 Mar 14,21832.61
14 Mar 14,21809.80
13 Mar 14,21774.61
12 Mar 14,21856.22
11 Mar 14,21826.42
10 Mar 14,21934.83
07 Mar 14,21919.79
06 Mar 14,21513.87
05 Mar 14,21276.86
04 Mar 14,21209.73
03 Mar 14,20946.65
28 Feb 14,21120.12
26 Feb 14,20986.99
25 Feb 14,20852.47
24 Feb 14,20811.44
21 Feb 14,20700.75
20 Feb 14,20536.64
19 Feb 14,20722.97
18 Feb 14,20634.21
17 Feb 14,20464.06
14 Feb 14,20366.82
13 Feb 14,20193.35
12 Feb 14,20448.49
11 Feb 14,20363.37
10 Feb 14,20334.27
07 Feb 14,20376.56
06 Feb 14,20310.74
05 Feb 14,20261.03
04 Feb 14,20211.93
03 Feb 14,20209.26
31 Jan 14,20513.85
30 Jan 14,20498.25
29 Jan 14,20647.30
28 Jan 14,20683.51
27 Jan 14,20707.45
24 Jan 14,21133.56
23 Jan 14,21373.66
22 Jan 14,21337.67
21 Jan 14,21251.12
20 Jan 14,21205.05
17 Jan 14,21063.62
16 Jan 14,21265.18
15 Jan 14,21289.49
14 Jan 14,21032.88
13 Jan 14,21134.21
10 Jan 14,20758.49
09 Jan 14,20713.37
08 Jan 14,20729.38
07 Jan 14,20693.24
06 Jan 14,20787.30
03 Jan 14,20851.33
02 Jan 14,20888.33
01 Jan 14,21140.48
31 Dec 13,21170.68
30 Dec 13,21143.01
27 Dec 13,21193.58
26 Dec 13,21074.59
24 Dec 13,21032.71
23 Dec 13,21101.03
20 Dec 13,21079.72
19 Dec 13,20708.62
18 Dec 13,20859.86
17 Dec 13,20612.14
16 Dec 13,20659.52
13 Dec 13,20715.58
12 Dec 13,20925.61
11 Dec 13,21171.41
10 Dec 13,21255.26
09 Dec 13,21326.42
06 Dec 13,20996.53
05 Dec 13,20957.81
04 Dec 13,20708.71
03 Dec 13,20854.92
02 Dec 13,20898.01
29 Nov 13,20791.93
28 Nov 13,20534.91
27 Nov 13,20420.26
