date,close
21 Aug 14,6777.70
20 Aug 14,6755.50
19 Aug 14,6779.30
18 Aug 14,6741.30
15 Aug 14,6689.10
14 Aug 14,6685.30
13 Aug 14,6656.70
12 Aug 14,6632.40
11 Aug 14,6632.80
08 Aug 14,6567.40
07 Aug 14,6597.40
06 Aug 14,6636.20
05 Aug 14,6682.50
04 Aug 14,6677.50
01 Aug 14,6679.20
31 Jul 14,6730.10
30 Jul 14,6773.40
29 Jul 14,6807.80
28 Jul 14,6788.10
25 Jul 14,6791.60
24 Jul 14,6821.50
23 Jul 14,6798.20
22 Jul 14,6795.30
21 Jul 14,6728.40
18 Jul 14,6749.50
17 Jul 14,6738.30
16 Jul 14,6784.70
15 Jul 14,6710.50
14 Jul 14,6746.10
11 Jul 14,6690.20
10 Jul 14,6672.40
09 Jul 14,6718.00
08 Jul 14,6738.50
07 Jul 14,6823.50
04 Jul 14,6866.10
03 Jul 14,6865.20
02 Jul 14,6816.40
01 Jul 14,6802.90
30 Jun 14,6743.90
27 Jun 14,6757.80
26 Jun 14,6735.10
25 Jun 14,6733.60
24 Jun 14,6787.10
23 Jun 14,6800.60
20 Jun 14,6825.20
19 Jun 14,6808.10
18 Jun 14,6778.60
17 Jun 14,6766.80
16 Jun 14,6754.60
13 Jun 14,6777.90
12 Jun 14,6843.10
11 Jun 14,6838.90
10 Jun 14,6873.60
09 Jun 14,6875.00
06 Jun 14,6858.20
05 Jun 14,6813.50
04 Jun 14,6818.60
03 Jun 14,6836.30
02 Jun 14,6864.10
30 May 14,6844.50
29 May 14,6871.30
28 May 14,6851.20
27 May 14,6844.90
23 May 14,6815.80
22 May 14,6820.60
21 May 14,6821.00
20 May 14,6802.00
19 May 14,6844.60
16 May 14,6855.80
15 May 14,6840.90
14 May 14,6878.50
13 May 14,6873.10
12 May 14,6851.80
09 May 14,6814.60
08 May 14,6839.30
07 May 14,6796.40
06 May 14,6798.60
02 May 14,6822.40
01 May 14,6808.90
30 Apr 14,6780.00
29 Apr 14,6769.90
28 Apr 14,6700.20
25 Apr 14,6685.70
24 Apr 14,6703.00
23 Apr 14,6674.70
22 Apr 14,6681.80
17 Apr 14,6625.30
16 Apr 14,6584.20
15 Apr 14,6541.60
14 Apr 14,6583.80
11 Apr 14,6561.70
10 Apr 14,6642.00
09 Apr 14,6635.60
08 Apr 14,6590.70
07 Apr 14,6622.80
04 Apr 14,6695.60
03 Apr 14,6649.10
02 Apr 14,6659.00
01 Apr 14,6652.60
31 Mar 14,6598.40
28 Mar 14,6615.60
27 Mar 14,6588.30
26 Mar 14,6605.30
25 Mar 14,6604.90
24 Mar 14,6520.40
21 Mar 14,6557.20
20 Mar 14,6542.40
19 Mar 14,6573.10
18 Mar 14,6605.30
17 Mar 14,6568.40
14 Mar 14,6527.90
13 Mar 14,6553.80
12 Mar 14,6620.90
11 Mar 14,6685.50
10 Mar 14,6689.50
07 Mar 14,6712.70
06 Mar 14,6788.50
05 Mar 14,6775.40
04 Mar 14,6823.80
03 Mar 14,6708.40
28 Feb 14,6809.70
27 Feb 14,6810.30
26 Feb 14,6799.20
25 Feb 14,6830.50
24 Feb 14,6865.90
21 Feb 14,6838.10
20 Feb 14,6813.00
19 Feb 14,6796.70
18 Feb 14,6796.40
17 Feb 14,6736.00
14 Feb 14,6663.60
13 Feb 14,6659.40
12 Feb 14,6675.00
11 Feb 14,6672.70
10 Feb 14,6591.60
07 Feb 14,6571.70
06 Feb 14,6558.30
05 Feb 14,6457.90
04 Feb 14,6449.30
03 Feb 14,6465.70
31 Jan 14,6510.40
30 Jan 14,6538.50
29 Jan 14,6544.30
28 Jan 14,6572.30
27 Jan 14,6550.70
24 Jan 14,6663.70
23 Jan 14,6773.30
22 Jan 14,6826.30
21 Jan 14,6834.30
20 Jan 14,6836.70
17 Jan 14,6829.30
16 Jan 14,6815.40
15 Jan 14,6819.90
14 Jan 14,6766.90
13 Jan 14,6757.20
10 Jan 14,6739.90
09 Jan 14,6691.30
08 Jan 14,6721.80
07 Jan 14,6755.50
06 Jan 14,6730.70
03 Jan 14,6730.70
02 Jan 14,6717.90
01 Jan 14,6749.10
31 Dec 13,6749.10
30 Dec 13,6731.30
27 Dec 13,6750.90
26 Dec 13,6694.20
25 Dec 13,6694.20
24 Dec 13,6694.20
23 Dec 13,6678.60
20 Dec 13,6606.60
19 Dec 13,6584.70
18 Dec 13,6492.10
17 Dec 13,6486.20
16 Dec 13,6522.20
13 Dec 13,6440.00
12 Dec 13,6445.30
11 Dec 13,6507.70
10 Dec 13,6523.30
09 Dec 13,6559.50
06 Dec 13,6552.00
05 Dec 13,6498.30
04 Dec 13,6510.00
03 Dec 13,6532.40
02 Dec 13,6595.30
29 Nov 13,6650.60
28 Nov 13,6654.50
27 Nov 13,6649.50
26 Nov 13,6636.20
25 Nov 13,6694.60
22 Nov 13,6674.30
21 Nov 13,6681.30
